date,vehicle_category,manufacturer,registrations
2024-01-01,4W,ANOOP CYLINDERS PVT LTD,108.0
2024-01-01,4W,"ANUP ENTERPRISES,SNG",99.0
2024-01-01,4W,ANVITA AUTO TECH WORKS PVT LTD,102.0
2024-01-01,4W,APARNA INDUSTRIES,167.0
2024-01-01,4W,APM AUTO SALES,1445.0
2024-01-01,4W,APOLLO CARMIX EQUIPMENTS PVT LTD,326.0
2024-01-01,4W,APSARA ENTERPRISE,3199.0
2024-01-01,4W,APTEC EQUIPMENT PRIVATE LIMITED,118.0
2024-01-01,4W,ARCHIT ENTERPRISES,2766.0
2024-01-01,4W,ARD EXIM,183.0
2024-01-01,4W,ARIHANT ENTERPRISES,104.0
2024-01-01,4W,ARMIX CONSTRUCTION MACHINERY PVT LTD,121.0
2024-01-01,4W,ARNA ELECTRIC AUTO PVT LTD,277.0
2024-01-01,4W,ARROW AUTOMOTIVE,6972.0
2024-01-01,4W,ARYAN INDUSTRIES,113.0
2024-01-01,4W,ASAV AUTOMOTIVE PVT LTD,122.0
2024-01-01,4W,ASHA IMPEX,611.0
2024-01-01,4W,ASHA METAL INDUSTRIES,114.0
2024-01-01,4W,ASHLESHA POWER CONTROLS PVT LTD,117.0
2024-01-01,4W,ASHMA-MOTORS PVT LTD,2890.0
2024-01-01,4W,ASHNNI MOTORS PVT LTD,123.0
2024-01-01,4W,"ASHOK FABRIC & ENGG,RAIRAKHOL",122.0
2024-01-01,4W,ASHOK LEYLAND DEFENCE SYSTEMS LTD,223.0
2024-01-01,4W,ASHOK LEYLAND LTD,334650.0
2024-01-01,4W,ASHWA ELECTRIC,119.0
2024-01-01,4W,ASIA BODY BUILDERS & MANUFACTURERS,124.0
2024-01-01,4W,ASSAM FABRICATION WORKS,285.0
2024-01-01,4W,ASSAM SAII MOTORS P LTD,122.0
2024-01-01,4W,ASTON MARTIN LAGONDA LTD,151.0
2024-01-01,4W,ATHER ENERGY LTD,252842.0
2024-01-01,4W,ATTOLENT AUTO GROUP PVT LTD,1385.0
2024-01-01,4W,ATUL AUTO LTD,54286.0
2024-01-01,4W,ATUL GREENTECH PRIVATE LIMITED,1655.0
2024-01-01,4W,ATUMOBILE PVT LTD,194.0
2024-01-01,4W,ATUT SANGAM,5107.0
2024-01-01,4W,AUDI AG,1130.0
2024-01-01,4W,AUM ENGINEERING AND WORKS,163.0
2024-01-01,4W,AUTO CART LOGISTIC EQUIPMENT PVT LTD,148.0
2024-01-01,4W,AUTOECO GREEN ENERGY PVT LTD,1841.0
2024-01-01,4W,AUTOEXIM HOUSE LLP,196.0
2024-01-01,4W,AUTOHAUS PRIVATE LIMITED,139.0
2024-01-01,4W,AUTOLITE (INDIA) LIMITED,136.0
2024-01-01,4W,AUTOMOBILI LAMBORGHINI S.P.A,327.0
2024-01-01,4W,AUTOMOTIVE MANUFACTURERS PRIVATE LIMITED,138.0
2024-01-01,4W,AVL ELECTRIC VEHICLES PVT LTD,7062.0
2024-01-01,4W,AVON CYCLES LTD,1419.0
2024-01-01,4W,AVTAR ENGINEERING WORKS,178.0
2024-01-01,4W,AWACHAT INDUSTRIES LTD,3087.0
2024-01-01,4W,AYAAN ELECTRONIC PVT LTD,202.0
2024-01-01,4W,B24 ROKET EV,2559.0
2024-01-01,4W,BABA E-VEHICLES,1714.0
2024-01-01,4W,BABA HARI DAS FABRICATION,151.0
2024-01-01,4W,BABA PRODUCT,325.0
2024-01-01,4W,BABAJI ENGINEERING TRAILOR WORKS,192.0
2024-01-01,4W,BADSHAH ENTERPRISES,194.0
2024-01-01,4W,BAGHWAN RIKSHAW UDYOG,243.0
2024-01-01,4W,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),162.0
2024-01-01,4W,BAJAJ AUTO LTD,5249905.0
2024-01-01,4W,BAJAJ IMPLEMENTS PVT. LTD,1890.0
2024-01-01,4W,BAL GOPAL WHEELS PVT LTD,422.0
2024-01-01,4W,BALAJEE ENGINEERING,165.0
2024-01-01,4W,BALAJI AGRO INDUSTRIES,298.0
2024-01-01,4W,BALAJI ENGINEERING,163.0
2024-01-01,4W,BALAJI TRADING COMPANY,406.0
2024-01-01,4W,BALAN ENGINEERING PVT LTD,411.0
2024-01-01,4W,BALI AUTO INDUSTRIES,689.0
2024-01-01,4W,BALJEET ENGG. WORKS,162.0
2024-01-01,4W,BANKU BODY BUILDER,191.0
2024-01-01,4W,BANSAL AGRICULTURE IMPLEMENTS,164.0
2024-01-01,4W,BASUDEB ENGINEERING CUTTACK KHAPURIA MADHUPATNA,172.0
2024-01-01,4W,"BASUDEB ENGINEERING, CUTTACK",197.0
2024-01-01,4W,BATTRE ELECTRIC MOBLITY PVT LTD,6369.0
2024-01-01,4W,BAUTI ENGINEERING NAYAGARH ITAMATI,169.0
2024-01-01,4W,"BAUTI ENGINEERING,NAYAGARH",170.0
2024-01-01,4W,BAXY LTD,9936.0
2024-01-01,4W,BEENA DEVI & SONS INDUSTRIES PVT LTD,171.0
2024-01-01,4W,BEML LIMITED,202.0
2024-01-01,4W,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,1221.0
2024-01-01,4W,BENTINCK INDUSTRIES PVT. LTD.,636.0
2024-01-01,4W,BENTLEY MOTORS LIMITED,301.0
2024-01-01,4W,BEST WAY AGENCIES PVT LTD,12326.0
2024-01-01,4W,BESTWAY BANARASH,197.0
2024-01-01,4W,BGAUSS AUTO PRIVATE LIMITED,36242.0
2024-01-01,4W,BHADAURIA ENTERPRISES,395.0
2024-01-01,4W,BHAGAT AGRO INDUSTRIES,182.0
2024-01-01,4W,BHAGWAN AGRO INDUSTRIES,249.0
2024-01-01,4W,BHAGYALAXMI TRAILER,186.0
2024-01-01,4W,BHARATH AGRO PRODUCTS,191.0
2024-01-01,4W,BHARATH ENGINEERING WORKS,192.0
2024-01-01,4W,BHAVE ELECTRIC VEHICLES PVT LTD,5081.0
2024-01-01,4W,BHM INDUSTRIES,5244.0
2024-01-01,4W,BHOGAL COMBINE SPARE PARTS,267.0
2024-01-01,4W,BHOYAR AGRO IND WARDHA,310.0
2024-01-01,4W,BIDISHA ENTERPRISES PVT LTD,205.0
2024-01-01,4W,BIG BULL TRADER PVT LTD,6252.0
2024-01-01,4W,BIJNOR ENTERPRISES,253.0
2024-01-01,4W,BISWAS ENGINEERING WORKS,196.0
2024-01-01,4W,BLIX CYCLES AND E-VEHICLES PVT LTD,203.0
2024-01-01,4W,BLUE ENERGY COMMERCIAL VEHICLES PVT. LTD.,794.0
2024-01-01,4W,BMW INDIA PVT LTD,42759.0
2024-01-01,4W,BOOMA INNOVATIVE TRANSPORT SULUTIONS PVT LTD,1896.0
2024-01-01,4W,BOSS ENTERPRISES,281.0
2024-01-01,4W,BOUNCE ELECTRIC 1 PVT LTD,14140.0
2024-01-01,4W,BRB MEXICO S.A DE C.V,199.0
2024-01-01,4W,BRIGHT AUTOZONE PVT LTD,6210.0
2024-01-01,4W,BRIGHT METAL WORKS,201.0
2024-01-01,4W,BRIGHT SAFAR,252.0
2024-01-01,4W,BSA MOTORS,225.0
2024-01-01,4W,BSERAIL ENGINEERING PVT LTD,372.0
2024-01-01,4W,BSMS AGRICULTURE WORKSHOP,259.0
2024-01-01,4W,BU4 AUTO PVT LTD,206.0
2024-01-01,4W,BUCHER MUNICIPAL (IMPORTER: PAMTEC ENVIRO),207.0
2024-01-01,4W,BULL MACHINES PVT LTD,2912.0
2024-01-01,4W,BYD AUTO,211.0
2024-01-01,4W,BYD INDIA PRIVATE LIMITED,6106.0
2024-01-01,4W,C M OVERSEAS,297.0
2024-01-01,4W,CAPCO INDUSTRIES PVT LTD,289.0
2024-01-01,4W,CAPITAL AUTO INDUSTRIES,3742.0
2024-01-01,4W,CAPTAIN TRACTORS PVT. LTD.,9121.0
2024-01-01,4W,CARGOTEC INDIA PVT LTD,214.0
2024-01-01,4W,CARREE YUNUS VEHICLE PVT LTD,337.0
2024-01-01,4W,CART INDIA,1094.0
2024-01-01,4W,CASE EQUIPMENT PRIVATE LTD,219.0
2024-01-01,4W,CASE NEW HOLLAND CONSTRUCTION EQUIPMENT(I) PVT LTD,3896.0
2024-01-01,4W,CATERPILLAR INDIA PRIVATE LIMITED,4387.0
2024-01-01,4W,CAUSIS E-MOBILITY PVT LTD,234.0
2024-01-01,4W,CEEON INDIA,1399.0
2024-01-01,4W,CELLETRON MOTOR WORKS,564.0
2024-01-01,4W,CG & BROTHER CO,241.0
2024-01-01,4W,CHAANY AGRO INDUSTRIES,232.0
2024-01-01,4W,CHAMPION POLY PLAST,22623.0
2024-01-01,4W,CHANDAKE-AUTOMOBILES LLP,514.0
2024-01-01,4W,CHANDANA CORPORATION,553.0
2024-01-01,4W,CHANNY AGRO INDUSTRIES,254.0
2024-01-01,4W,CHAUHAN AUTO INDUSTRIES,1433.0
2024-01-01,4W,CHEHAK BATTERIES,1000.0
2024-01-01,4W,CHETAK TECHNOLOGY LIMITED,237.0
2024-01-01,4W,CHEVROLET SALES INDIA PVT LTD,232.0
2024-01-01,4W,CHINA HAOCHEN (IMPORTER: ADMS MARKETING),903.0
2024-01-01,4W,CHINA HAOCHEN (IMPORTER:SLSR ELECTRO),278.0
2024-01-01,4W,CHONGQING CHARMING (IMPORTER: AYAAN ELECTRONICS).,235.0
2024-01-01,4W,CITADEL ENTERPRISES(OPC) PVT LTD,258.0
2024-01-01,4W,CITYGREEN AUTO & PETRO CHEMICALS (P) LTD,1339.0
2024-01-01,4W,CIVIMEC ENGINEERING PVT LTD,248.0
2024-01-01,4W,CLAAS INDIA P LTD,437.0
2024-01-01,4W,CLASSIC (INDIA) MOTORS,240.0
2024-01-01,4W,CLASSIC LEGENDS PVT LTD,66251.0
2024-01-01,4W,CLENERGY INNOVATIONS PVT LTD,248.0
2024-01-01,4W,CNH INDUSTRIAL (INDIA) PVT LTD,72352.0
2024-01-01,4W,COMETTO TRAILER,299.0
2024-01-01,4W,CONMAT HEAVY INDUSTRIES PVT LTD,648.0
2024-01-01,4W,CONTINENTAL ENGINES PVT LTD,1765.0
2024-01-01,4W,CONVENIENT MACHINES PVT LTD,264.0
2024-01-01,4W,COVAI GREEN RIDE,255.0
2024-01-01,4W,CRANE KRAFT INDIA PRIVATE LIMITED,724.0
2024-01-01,4W,CREATIVE ENGINEERINGS,251.0
2024-01-01,4W,CUBE AUTO INDUSTRIES,254.0
2024-01-01,4W,CUBE AUTO INDUSTRIES BNGLORE,253.0
2024-01-01,4W,CYRUS AUTO INDUSTRIES PVT LTD,346.0
2024-01-01,4W,D K DIESELS PVT LTD,312.0
2024-01-01,4W,D S INDUSTRIES,314.0
2024-01-01,4W,D.K. MOTORS,319.0
2024-01-01,4W,DABASIYA LOADERS,265.0
2024-01-01,4W,DAIMLER AG,298.0
2024-01-01,4W,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,42405.0
2024-01-01,4W,DAKSH INDUSTRIES,14538.0
2024-01-01,4W,DALIAN FORKLIFT CO.,259.0
2024-01-01,4W,DAO EVTECH PRIVATE LIMITED,418.0
2024-01-01,4W,DASHMESH MECH WORKS PVT LTD,261.0
2024-01-01,4W,DASHMESH TRADERS,558.0
2024-01-01,4W,DASMESH AGRICULTURAL INDUSTRIES PVT LTD,263.0
2024-01-01,4W,DASMESH AGRICULTURE WORKS,312.0
2024-01-01,4W,DASMESH AGRO INDUSTRIES,265.0
2024-01-01,4W,DASMESH MECHANICAL WORKS PVT.LTD,1200.0
2024-01-01,4W,DAVE EXIM PVT LTD,719.0
2024-01-01,4W,DE EUSI MOTORS PVT LTD.,4226.0
2024-01-01,4W,DEBU AUTOMOBILES,284.0
2024-01-01,4W,DEEP DRAWN TECHNOLOGIES,327.0
2024-01-01,4W,DEEPTI ENGG & IRON &STEEL IND MKG BALIMELA ROAD,278.0
2024-01-01,4W,"DEEPTI ENGINEERING AND IRON AND STEEL INDUSTRY, MALKANGIRI",309.0
2024-01-01,4W,DELTA AUTOCORP LTD,4019.0
2024-01-01,4W,DELTEK ENTERPRISES PVT LTD,334.0
2024-01-01,4W,DEMAG DEMAG HC 340,277.0
2024-01-01,4W,DEV AGRO INDUSTRIES,290.0
2024-01-01,4W,DEV ENGINEERING WORKS,374.0
2024-01-01,4W,DEV ENGINEERING WORKS BOLANGIR MADHIAPALI,281.0
2024-01-01,4W,DEV MOTORS,2471.0
2024-01-01,4W,DEVAM ELECTRIC VEHICLES PVT LTD,573.0
2024-01-01,4W,DEVANGI ENG..,678.0
2024-01-01,4W,DEVCHHAYA MOTORS,285.0
2024-01-01,4W,DEVI ENGINEERING WORKS,292.0
2024-01-01,4W,DEWAN AGRICULTURE WORKS,362.0
2024-01-01,4W,DHANALAKSHMI ENGINEERING WORKS,315.0
2024-01-01,4W,DHANALAXMI ENGINEERING PURI CHARINALA,292.0
2024-01-01,4W,DHANAVENKAT ENGG.WORKS,287.0
2024-01-01,4W,DHANAVENKAT ENGINEERING WORKS BARGARH CANAL ROAD,298.0
2024-01-01,4W,DHANLAXMI FABRICATORS,293.0
2024-01-01,4W,DHANNLAXMI AUTOWORKS,290.0
2024-01-01,4W,DHAR IN PVT LTD,491.0
2024-01-01,4W,DHAR INTERNATIONAL,348.0
2024-01-01,4W,DHARMPAL ENTERPRISES,297.0
2024-01-01,4W,DHIMAN AGRICULTURE,336.0
2024-01-01,4W,DHIMAN AGRICULTURE WORKS,311.0
2024-01-01,4W,DHIMAN AGRO INDUSTRIES,298.0
2024-01-01,4W,DHIMAN BROTHERS,299.0
2024-01-01,4W,DHRITI ENTERPRISES,544.0
2024-01-01,4W,DIAMOND E VEHICLES,1199.0
2024-01-01,4W,"DIAMOND ENGG,CTC",369.0
2024-01-01,4W,DIAMOND ENGINEERING CUTTACK BHANPUR,300.0
2024-01-01,4W,DILIGENT MOBILITY SERVICE PVT LTD,302.0
2024-01-01,4W,DILLI ELECTRIC AUTO PVT LTD,50383.0
2024-01-01,4W,DIVANSU AUTOMOBILES LTD,520.0
2024-01-01,4W,DIVYA ENTERPRISES,1745.0
2024-01-01,4W,DODGE MOTORS,312.0
2024-01-01,4W,DONGMA VEHICLE (IMPORTER: MERCURY METALS),377.0
2024-01-01,4W,DOOSAN BOBCAT INDIA PVT LTD,1458.0
2024-01-01,4W,DSF INDUSTRIES PVT LTD,319.0
2024-01-01,4W,DSR EV MOBILITY PVT LTD,421.0
2024-01-01,4W,DUCATI INDIA PVT LTD,1048.0
2024-01-01,4W,DUCATI MOTOR HOLDING S.P.A,315.0
2024-01-01,4W,DUKE AUTO INDIA,1912.0
2024-01-01,4W,DULEVO INDIA PVT LTD,375.0
2024-01-01,4W,"DURGA & DURGA ENG WORKS, HALADIAPADAR, GANJAM",328.0
2024-01-01,4W,"DURGA AGRO ENGG,BALASORE",336.0
2024-01-01,4W,DURGA AGRO WORKS,327.0
2024-01-01,4W,DURGA AND DURGA ENG WORKS GANJAM HALADIAPADAR,322.0
2024-01-01,4W,DURGA ENGINEERING BHADRAK CHARAMPA,323.0
2024-01-01,4W,DURGA ENGINEERING WORKS,358.0
2024-01-01,4W,DURGA FILTERS PVT LTD,333.0
2024-01-01,4W,"DURGA&DURGA ENGG WORKS,BHMPUR",343.0
2024-01-01,4W,"DWARI ENGG WORKS,SAMBALPUR",326.0
2024-01-01,4W,DYNAPAC ROAD CONSTRUCTION EQUIPMENT INDIA PVT LTD,655.0
2024-01-01,4W,DYNAVOLT TECHNOLOGY INDIA LTD,328.0
2024-01-01,4W,DYS IMPEX PRIVATE LIMITED,2103.0
2024-01-01,4W,E ROYCE MOTORS INDIA PVT LTD,2225.0
2024-01-01,4W,E-ASHWA AUTOMOTIVE (HS 2W) PVT LTD,330.0
2024-01-01,4W,E-ASHWA AUTOMOTIVE PVT LTD,553.0
2024-01-01,4W,E-GURU AUTO ENERGY,861.0
2024-01-01,4W,E-MOTION AUTOMOTIVE INDUSTRY LLP,1250.0
2024-01-01,4W,E-SPRINTO GREEN ENERGY PVT LTD,2133.0
2024-01-01,4W,EBUZZ MOBILITY LLP,388.0
2024-01-01,4W,ECO DYNAAMIC EQUIPMENTS,526.0
2024-01-01,4W,ECO FUEL SYSTEMS (I) PVT LTD,718.0
2024-01-01,4W,ECO SMART VEHICLES PVT LTD,2877.0
2024-01-01,4W,ECO-FRIENDLY ELECTRIC VEHICLE PVT LTD,1055.0
2024-01-01,4W,ECOBIT INTERNATIONAL(IMPORTER: JHEV MOTORS),449.0
2024-01-01,4W,EDMRC MANNSCHAFT LLP,392.0
2024-01-01,4W,EEVEE ENGINEERING PVT LTD,341.0
2024-01-01,4W,EFEV CHARGING SOLUTION PVT LTD,1306.0
2024-01-01,4W,EICHER MOTORS LTD,376.0
2024-01-01,4W,EICHER TRACTORS,119343.0
2024-01-01,4W,EIMCO ELECON,364.0
2024-01-01,4W,ELECTRA INTERNATIONAL,401.0
2024-01-01,4W,ELECTRECA VEHICLES,424.0
2024-01-01,4W,ELECTRIC ALLIANCE(IMPORTER: ELLYSIUM AUTOMOTIVES),355.0
2024-01-01,4W,ELECTRODRIVE VEHICLES PVT LTD,414.0
2024-01-01,4W,ELECTROTECH TRANSMISSION PVT LTD,351.0
2024-01-01,4W,ELEGO MOTORS PVT LTD,406.0
2024-01-01,4W,ELEPHANTA INDUSTRIES PVT LTD,377.0
2024-01-01,4W,ELGIN SWEEPER CO USA,352.0
2024-01-01,4W,ELITE AUTO ENGINEERS PVT LTD,3231.0
2024-01-01,4W,ELSA CONCRETING MACHINERY INDIA PVT LTD,390.0
2024-01-01,4W,ELTHOR ENERGY PRIVATE LIMITED,759.0
2024-01-01,4W,ENABLING E-VEHICLE PVT LTD,513.0
2024-01-01,4W,ENERGY ELECTRIC VEHICLES,27132.0
2024-01-01,4W,ENGINIA VEHICLES PVT LTD,1489.0
2024-01-01,4W,ENGTIAN ELECTRIC BIKE PVT LTD,1274.0
2024-01-01,4W,ENIGMA AUTOMOBILES PVT LTD,391.0
2024-01-01,4W,ENTICE IMPEX PVT LTD,2446.0
2024-01-01,4W,EPOWER VEHICLES PVT LTD,387.0
2024-01-01,4W,ERISHA E MOBILITY PVT LTD,472.0
2024-01-01,4W,ESCORTS CONSTRUCTION EQUIPMENT LTD,412.0
2024-01-01,4W,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),175347.0
2024-01-01,4W,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),11314.0
2024-01-01,4W,ESCORTS R&D CENTRE,375.0
2024-01-01,4W,ESCORTS TRACTORS LTD,418.0
2024-01-01,4W,ESSAR ENGINEERING,400.0
2024-01-01,4W,ESSAR ENGINEERING MAYURBHANJ BARIPADA,385.0
2024-01-01,4W,ESSEL ENERGY INFRA PVT LTD,378.0
2024-01-01,4W,ETRIO AUTOMOBILES PVT LTD,387.0
2024-01-01,4W,EULER MOTORS PVT LTD,7446.0
2024-01-01,4W,EVAGE AUTOMOTIVE PVT LTD,525.0
2024-01-01,4W,EVBHARAT RANGE PRIVATE LIMITED,508.0
2024-01-01,4W,EVCO AUTOMOBILES PVT LTD,2261.0
2024-01-01,4W,EVEX AUTO INDIA PVT LTD,498.0
2024-01-01,4W,EVGREEN PVT LTD,383.0
2024-01-01,4W,EVOLUTION AUTOTECH,384.0
2024-01-01,4W,EVTRIC MOTORS PVT LTD,651.0
2024-01-01,4W,EXERVAL PVT LTD,410.0
2024-01-01,4W,EXIDE INDUSTRIES LTD,4687.0
2024-01-01,4W,EXTRA FAST SOLUTIONS,1926.0
2024-01-01,4W,EXTREME MOTORS,671.0
2024-01-01,4W,EYUG AUTOMOBILE PVT LTD,450.0
2024-01-01,4W,FARMTECH AGRO INDUSTRIES,421.0
2024-01-01,4W,FCA INDIA AUTOMOBILES PRIVATE LIMITED,9588.0
2024-01-01,4W,FEDE INDUSTRIES PVT LTD,2811.0
2024-01-01,4W,FERRARI INDIA PRIVATE LIMITED,404.0
2024-01-01,4W,FERRARI SPA,411.0
2024-01-01,4W,FERRARI SPA (IMPORTER:NAVNIT MOTORS PVT LTD),410.0
2024-01-01,4W,FERRARI SPA (IMPORTER:SELECT CARS P LTD),409.0
2024-01-01,4W,FIADO INDUSTRIES PVT LTD,514.0
2024-01-01,4W,FIELDTRACK EARTHMOVERS PVT LTD,689.0
2024-01-01,4W,FINE EQUIPMENTS INDIA PVT LTD,408.0
2024-01-01,4W,FIORI CONCRETE MACHINES INDIA PVT LTD,463.0
2024-01-01,4W,FIRST CHOICE ELECTRIC VEHICLES PVT LTD,1226.0
2024-01-01,4W,FITWEL MOBILITY PVT LTD,405.0
2024-01-01,4W,FIVE ELEMENTS,624.0
2024-01-01,4W,FORCE MOTORS LIMITED,57299.0
2024-01-01,4W,FORD INDIA PVT LTD,444.0
2024-01-01,4W,FORTUNE GLOBAL INDUSTRIES & SERVICES,405.0
2024-01-01,4W,FRN MOTORS PVT LTD,452.0
2024-01-01,4W,FSTMOTO (IMPORTER: AUTOICARE INNOVATION),449.0
2024-01-01,4W,FSTMOTO INTERNATIONAL (IMPORTER: TEDI (INDIA)),410.0
2024-01-01,4W,FUJIYAMA POWER INFRA PVT. LTD.,609.0
2024-01-01,4W,G & G AUTOMOTIVE,2432.0
2024-01-01,4W,G. M. VEHICLE INDUSTRIES,484.0
2024-01-01,4W,G.K E-VEHICLS INDUSTRIES PVT LTD,2356.0
2024-01-01,4W,G.K. RICKSHAW PVT LTD,9458.0
2024-01-01,4W,G.T TRADER,513.0
2024-01-01,4W,GAGAN AUTOMOTIVES,2248.0
2024-01-01,4W,GAHIR AGRICULTURAL INDUSTRIES,469.0
2024-01-01,4W,GAHIR AGRO INDUSTRIES LIMITED,498.0
2024-01-01,4W,GALAXY ELECTRIC VEHICLES,415.0
2024-01-01,4W,GALVANIC AUTO PVT LTD,460.0
2024-01-01,4W,GAMZEN PLAST PVT LTD,433.0
2024-01-01,4W,GANESH AGRO INDUSTRIES,642.0
2024-01-01,4W,GARIMA INDUSTRIES,419.0
2024-01-01,4W,GATTWALD GERMANY,418.0
2024-01-01,4W,GAURA ELECTRIC VEHICLES PVT LTD,1291.0
2024-01-01,4W,GAUTAM AGRO INDUSTRIES,440.0
2024-01-01,4W,GAYATRI AGRO INDUSTRIES,429.0
2024-01-01,4W,GAYATRI ELECTRIC VEHICLES PVT LTD,5320.0
2024-01-01,4W,GENERAL MOTORS INDIA PVT LTD,435.0
2024-01-01,4W,GIAN AGRO INDUSTRIES,443.0
2024-01-01,4W,GILL AGRICULTURE WORKS,506.0
2024-01-01,4W,GILL AGROTECH,469.0
2024-01-01,4W,GILL MECHANICAL WORKS,436.0
2024-01-01,4W,GILLPREETAGRO INDUSTRIES,475.0
2024-01-01,4W,GKON ELECTRIC MOTOR VEHICLES PVT LTD,1151.0
2024-01-01,4W,GLAZE EV LLP,565.0
2024-01-01,4W,GOBIND AGRO INDUSTRIES,615.0
2024-01-01,4W,GOBIND INDUSTRIES PVT LTD,488.0
2024-01-01,4W,GOBIND MOTOR GARAGE,443.0
2024-01-01,4W,GODAWARI ELECTRIC MOTORS PVT LTD,2510.0
2024-01-01,4W,GODAWARI TECHNO SOLUTIONS PVT LTD,533.0
2024-01-01,4W,GODREJ & BOYCE MFG. CO. LTD,925.0
2024-01-01,4W,GODREJ AND BOYCE MFG CO LTD,474.0
2024-01-01,4W,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,534.0
2024-01-01,4W,GOGORO INDIA PVT LTD,671.0
2024-01-01,4W,GOLD HOFER,460.0
2024-01-01,4W,GOLDEN ELECTRIC VEHICLES,562.0
2024-01-01,4W,GOLDENLION (IMPORTER:ELLYSIUM AUTOMOTIVES PVT LTD),445.0
2024-01-01,4W,GOLDHOFER INDIA LLP,467.0
2024-01-01,4W,GOPAL AGRO AGENCY GANJAM HALADIAPADAR,448.0
2024-01-01,4W,"GOPAL AGRO AGENCY,HALADIAPADAR,BERHAMPUR,GANJAM",451.0
2024-01-01,4W,GOPAL AUTO MOTORS PVT LTD,3550.0
2024-01-01,4W,GOPAL ENGG. WORKS,453.0
2024-01-01,4W,"GOPAL ENGINEERING, BALASORE",452.0
2024-01-01,4W,GOREEN E-MOBILITY PVT LTD,3195.0
2024-01-01,4W,GOVIND MOTOR GARRAGE,454.0
2024-01-01,4W,GOYAL AGRO INDUSTRIES,457.0
2024-01-01,4W,GRAM TARANG EMPLOYABILITY TRAINNING SERVICES P LTD,476.0
2024-01-01,4W,GRD MOTORS,7929.0
2024-01-01,4W,GREAVES ELECTRIC MOBILITY PVT LTD,70574.0
2024-01-01,4W,GREEN EVOLVE PVT LTD,962.0
2024-01-01,4W,GREEN IMPEX,1290.0
2024-01-01,4W,GREEN SHUTTLE TECHNOLOGY PVT LTD,525.0
2024-01-01,4W,GREEN STAR MOTORS,950.0
2024-01-01,4W,GREEN TACK EMPALA ELECTRIC MOTOR COMPANY,515.0
2024-01-01,4W,GREEN TECHNOLOGIES,1575.0
2024-01-01,4W,GREEN VALLEY MOTORS,486.0
2024-01-01,4W,GREEN WAY ECO RIDE,469.0
2024-01-01,4W,GREENETICS INDUSTRIES PVT LTD,459.0
2024-01-01,4W,GREENFIT INDUSTRIES LLP,1193.0
2024-01-01,4W,GREENTECH AUTO LLP,484.0
2024-01-01,4W,GREENWHEELS AUTOMOBILE PVT LTD,2110.0
2024-01-01,4W,GRINDIA G MOTORS PVT LTD,477.0
2024-01-01,4W,GROMAX AGRI EQUIPMENT LTD,6928.0
2024-01-01,4W,GROVE INDIA PVT LTD,521.0
2024-01-01,4W,GTP ELECTRIC VEHICLES PVT LTD,474.0
2024-01-01,4W,GUANGDONG TAYO (IMPORTER: ADISHWAR AUTO),746.0
2024-01-01,4W,GUANGXI MEIBAO(IMPORTER: DYNAMO ELECTRIC),503.0
2024-01-01,4W,GUJARAT NARMADA AUTO LTD,478.0
2024-01-01,4W,GURDEEP AGRO  INDUSTRIES,481.0
2024-01-01,4W,GURDEEP ENGINEERING WORKS,546.0
2024-01-01,4W,GURJEET COMBINE,481.0
2024-01-01,4W,GURM AGRICULTURE WORKS,500.0
2024-01-01,4W,GURMUKH AGRO INDUSTRIES,557.0
2024-01-01,4W,GURU NANAK AGRI ENGG WORKS,1024.0
2024-01-01,4W,GURU NANAK AGRI WORKS,585.0
2024-01-01,4W,GURU NANAK AGRO INDUSTRIES,516.0
2024-01-01,4W,GURUKIRPA INDUSTRIES,484.0
2024-01-01,4W,GURUKRAPA ENGINEERING WORKS,501.0
2024-01-01,4W,H M G ENGINEERING WORKS,527.0
2024-01-01,4W,H R AGRO INDUSTRIES,637.0
2024-01-01,4W,H-D MOTOR COMPANY INDIA PVT LTD,507.0
2024-01-01,4W,HAITEK AUTOMOTIVE PVT LTD,751.0
2024-01-01,4W,HAMM AG,550.0
2024-01-01,4W,HANUMAN AGRO INDUSTRIES,491.0
2024-01-01,4W,HANUMAN UDYOG,826.0
2024-01-01,4W,HARDEV AGRO TECH,521.0
2024-01-01,4W,HARJEET AGRO INDUSTRIES,642.0
2024-01-01,4W,HARLEY DAVIDSON (IMPORTER: HERO MOTOCORP),985.0
2024-01-01,4W,HARMEET AGRICULTURE WORKS,692.0
2024-01-01,4W,HARNISHA AUTO PVT LTD,497.0
2024-01-01,4W,HARSH TRADING CO,646.0
2024-01-01,4W,HARSHVIE INDUSTRIES PVT LTD,521.0
2024-01-01,4W,HARYANA MOTORS PVT LTD,582.0
2024-01-01,4W,HBSS E MOBILITY PVT LTD,541.0
2024-01-01,4W,HD HYUNDAI CONSTRUCTION EQUIPMENT INDIA PVT LTD,560.0
2024-01-01,4W,HEMAVATHI AGRO INDUSTRIES,526.0
2024-01-01,4W,HERO ELECTRIC VEHICLE PVT LTD,505.0
2024-01-01,4W,HERO ELECTRIC VEHICLES PVT. LTD,6336.0
