date,vehicle_category,manufacturer,registrations
2023-01-01,4W,RAM JI ENGINEERING WORKS,998.0
2023-01-01,4W,RAMA ENGINEERING WORKS,975.0
2023-01-01,4W,RAMA INDUSTRIES,983.0
2023-01-01,4W,RAMAN AGRO INDUSTRIES,978.0
2023-01-01,4W,RAMGARHIA ENGG WORKS,1024.0
2023-01-01,4W,RAMJI AGRO INDUSTRIES,989.0
2023-01-01,4W,RAMON INDUSTRIES,1209.0
2023-01-01,4W,RANA ENGINEER WORKS,2132.0
2023-01-01,4W,RANI TRAILER,985.0
2023-01-01,4W,RASANDIK ENGINEERING INDUSTRIES INDIA LTD,1288.0
2023-01-01,4W,RASIWASIA RASAYAN PVT LTD,989.0
2023-01-01,4W,RATAN ENGINEERING WORKS,1020.0
2023-01-01,4W,RATNA ENGINEERING ENTERPRISES,1007.0
2023-01-01,4W,RAVI METAL WORKS,1030.0
2023-01-01,4W,RAVINDRA AGRO WORKS,993.0
2023-01-01,4W,RAYON ENGINEERS,3342.0
2023-01-01,4W,RCJ AUTO FORGE PVT LTD,2210.0
2023-01-01,4W,RD AND CO,995.0
2023-01-01,4W,REEP INDUSTRIES PVT LTD,3160.0
2023-01-01,4W,REFLEX CONTROL SYSTEM PVT .LTD,1187.0
2023-01-01,4W,RENAULT INDIA PVT LTD,106884.0
2023-01-01,4W,REPUBLIC MOTORS,1471.0
2023-01-01,4W,REVOLT INTELLICORP PVT LTD,14952.0
2023-01-01,4W,RGM BUSINESS PLUS PVT LTD,2643.0
2023-01-01,4W,RIBAND ELECTRIC PVT LTD,1992.0
2023-01-01,4W,RIVER MOBILITY PVT LTD,1185.0
2023-01-01,4W,RIYA ENTERPRISE,1064.0
2023-01-01,4W,"RK ENGG WORKS,JUNAGARH",1007.0
2023-01-01,4W,ROANSOME MOTORS,1013.0
2023-01-01,4W,ROARLEO MOTOR PVT LTD,1682.0
2023-01-01,4W,ROLLS ROYCE,1015.0
2023-01-01,4W,ROLLS ROYCE MOTOR (IMPORTER: KUN MOTOR),1053.0
2023-01-01,4W,ROLLS-ROYCE MOTOR CARS(IMPORTER:SELECT CARS P LTD),1044.0
2023-01-01,4W,ROOPRAI AGRO INDUSTRIES,1026.0
2023-01-01,4W,ROWWET MOBILITY PVT LTD,1147.0
2023-01-01,4W,ROYAL AUTOMOBILES,1014.0
2023-01-01,4W,ROYAL TRACTOR PVT LTD,1050.0
2023-01-01,4W,ROYAL-ENFIELD (UNIT OF EICHER LTD),1571651.0
2023-01-01,4W,RP MOTORS,1079.0
2023-01-01,4W,RSB AGRO INDUSTRIES,1020.0
2023-01-01,4W,RSD SECURITY SOLUTIONS PVT LTD,1019.0
2023-01-01,4W,RUPAL AGRO IND,1020.0
2023-01-01,4W,RUPAL AGRO INDUSTRIES,1067.0
2023-01-01,4W,RUTBA PRODUCT PVT LTD,2276.0
2023-01-01,4W,S AND J INDUSTRIES,1300.0
2023-01-01,4W,"S AND S ENGG WORKS,BGH",1051.0
2023-01-01,4W,S B TRADERS,1128.0
2023-01-01,4W,"S P TRADING, KHURDA",1298.0
2023-01-01,4W,S R AGRICULTURE EQUIPMENTS CO (P) LTD,1227.0
2023-01-01,4W,S S AGRO INDUSTRIES,1200.0
2023-01-01,4W,S S GLOBAL,1212.0
2023-01-01,4W,S.S. AGRO TECH,1227.0
2023-01-01,4W,SACHITANAND ENGINEERING WORKS,1031.0
2023-01-01,4W,SADGURU TRAILER & AGRI EQUIP,1058.0
2023-01-01,4W,SAERA ELECTRIC AUTO PVT LTD,59695.0
2023-01-01,4W,SAGAR AGRO STEEL INDUSTRIES,1358.0
2023-01-01,4W,SAGAR FABRICATIONS,1045.0
2023-01-01,4W,SAGAR INDUSTRIES,1042.0
2023-01-01,4W,SAHARA TRALIORS,1065.0
2023-01-01,4W,SAHKAR AGRO IND,1030.0
2023-01-01,4W,SAHNIANAND E VEHICLES PVT LTD,12605.0
2023-01-01,4W,SAHU INDUSTRIES,1092.0
2023-01-01,4W,SAI AGRO INDUSTRIES,1053.0
2023-01-01,4W,SAI BABA FABRICATION,1044.0
2023-01-01,4W,SAI ENGINEERING AND WELDING WORKS,1159.0
2023-01-01,4W,"SAI KRIPA ENG WORKS, HALADIAPADAR,BERHAMPUR,GANJAM",1040.0
2023-01-01,4W,"SAI KRUPA ENGG WORKS,BHMPUR",1115.0
2023-01-01,4W,SAI SAMEER POWER ELECTRIC VEHICLES PVT LTD,1081.0
2023-01-01,4W,SAI TRAILERS,1058.0
2023-01-01,4W,SAINIK CYCLE MART,1108.0
2023-01-01,4W,SAJEDA ENGINEERING BHAWANIPATNA,1055.0
2023-01-01,4W,SAKSHAM TECH AUTOMOBILES,1390.0
2023-01-01,4W,SAKSHAM TRADING COMPANY,1049.0
2023-01-01,4W,"SAMAL FABRICATOR,BARCHANA",1079.0
2023-01-01,4W,SAMALESWARI ENGG WORKS,1052.0
2023-01-01,4W,SAME DEUTZ - FAHR INDIA (P) LTD.,2992.0
2023-01-01,4W,SAMEER ENGINEERING,1055.0
2023-01-01,4W,SAMRAT ELECTRIC VEHICLE,2400.0
2023-01-01,4W,"SAMRAT MOTORS, BHUBANESWAR",1049.0
2023-01-01,4W,SANSAR COMBINE,1058.0
2023-01-01,4W,SANTOSH ENGG WORKS,1241.0
2023-01-01,4W,SANY HEAVY INDUSTRY INDIA PVT LTD,1816.0
2023-01-01,4W,SANY HEAVY INT. LTD. PR C,1057.0
2023-01-01,4W,SANY INDIA,1064.0
2023-01-01,4W,SARALA ENTERPRISES CUTTACK,1059.0
2023-01-01,4W,"SARASWATI AGRO INDUSTRIES,CTC",1114.0
2023-01-01,4W,SARAVANA ENGINEERING WORKS,1465.0
2023-01-01,4W,SAROOP AGRO INDUSTRIES,1062.0
2023-01-01,4W,SARSWATI AGRO CO.,1067.0
2023-01-01,4W,SATHI MOTORS ELECTRIC VEHICLE PVT LTD,6722.0
2023-01-01,4W,SATKAR ENGINEERING WORKS,1067.0
2023-01-01,4W,SATKARTAR AGRO WORKS,1074.0
2023-01-01,4W,SATNAM ENGG WORKS,1097.0
2023-01-01,4W,SATRAC ENGINEERING PVT LTD,2002.0
2023-01-01,4W,SATYANARAYANA ENGG.WORKS,1109.0
2023-01-01,4W,"SATYASAI INDUSTRIES,DHENKANAL",1068.0
2023-01-01,4W,SAURYAA SHARYO CORPORATION,1073.0
2023-01-01,4W,SAYA AGRO INDUSTRIES,1092.0
2023-01-01,4W,SBTEK E MOTO PVT LTD,1113.0
2023-01-01,4W,SCA HAEVY EQUIPMENT PVT. LTD,1091.0
2023-01-01,4W,SCANIA COMMERCIAL VEHICLES INDIA PVT LIMITED,1246.0
2023-01-01,4W,SCHEUERLE FAHRZEUG FABRIK(GMBH),1139.0
2023-01-01,4W,SCHWING STETTER INDIA PL,1082.0
2023-01-01,4W,SCOOTERS INDIA LTD,1077.0
2023-01-01,4W,SDR AUTO PVT LTD,1080.0
2023-01-01,4W,SEALION AUTOMOBILE PVT LTD,1149.0
2023-01-01,4W,SEAMLESS AUTOTECH PVT LTD,1122.0
2023-01-01,4W,SEC RJMT ENGG.PVT.LTD.,1081.0
2023-01-01,4W,SEC-RJMT ENGINEERING PVT LTD,1224.0
2023-01-01,4W,SEEKA E MOTORS PVT LTD,1087.0
2023-01-01,4W,SEN AND PANDIT VOLTAGE CONTROL PVT LTD,1190.0
2023-01-01,4W,SENNEBOGEN EXCAVATOR 821E,1087.0
2023-01-01,4W,SETH INDUSTRIAL CORPORATION,2908.0
2023-01-01,4W,SF2 E VEHICLE PVT LTD,1183.0
2023-01-01,4W,SGLLINE MOTORS PVT LTD,1148.0
2023-01-01,4W,SHAH AGRO ENGG WORKS,1089.0
2023-01-01,4W,SHAILENDRA AUTOS PVT LTD,1168.0
2023-01-01,4W,SHAKTI AUTO GREEN,2667.0
2023-01-01,4W,"SHAKTI EN WORKS HALADIAPADAR,BERHAMPUR,GANJAM",1093.0
2023-01-01,4W,SHAKTI ENGINEERING WORK,1118.0
2023-01-01,4W,SHAKTIMAN AGRO INDUSTRIES,1310.0
2023-01-01,4W,SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,1649.0
2023-01-01,4W,SHALYA AUTO SALES PVT LTD,2328.0
2023-01-01,4W,SHAMMI ELECTRONICS,1151.0
2023-01-01,4W,SHARMA-SHARMA ENGN WORKS,1108.0
2023-01-01,4W,SHEHALPREET ENGG WORKS,1137.0
2023-01-01,4W,"SHEKHAR ENGINEERING,JAJPUR",1104.0
2023-01-01,4W,SHERARAM TRAILERS,1101.0
2023-01-01,4W,SHIGAN EVOLTZ LTD,1962.0
2023-01-01,4W,SHINE METAL UDYOG PVT LTD (UNIT- II),1321.0
2023-01-01,4W,SHINME ELECTRICAL VEHICLE PVT LTD,1342.0
2023-01-01,4W,SHIV AGRO INDUSTRIES,1430.0
2023-01-01,4W,SHIV OM INDIA,1502.0
2023-01-01,4W,SHIVA GAYATRI ENGG WORKS,2493.0
2023-01-01,4W,SHIVAJI AGRO INDUSTRIES,1135.0
2023-01-01,4W,SHIVASHAKTHI ENG WORKS,1516.0
2023-01-01,4W,SHIVKRUPA TRAILOR,1131.0
2023-01-01,4W,SHIVRAJ TRAILOR,1183.0
2023-01-01,4W,SHIVSHAKTI STEEL INDUSTRIES LATUR,1118.0
2023-01-01,4W,SHOBHA ENG WORKS,1139.0
2023-01-01,4W,SHREE AMEE CONST EQUP,1114.0
2023-01-01,4W,SHREE BALAJI ENGINEERING WORK SHOP,1159.0
2023-01-01,4W,SHREE JAGDAMBA TROLLY,1116.0
2023-01-01,4W,SHREE MARUTI NANDAN BUSINESSS (P) LTD,1731.0
2023-01-01,4W,SHREE SAI AGRO ENGINEERING WORKS,1244.0
2023-01-01,4W,SHREYA ENGINEERS,1135.0
2023-01-01,4W,SHRI AVP ENGINEERING WORK,1126.0
2023-01-01,4W,SHRI BARSANA E-VEHICLES PVT LTD,9297.0
2023-01-01,4W,SHRI DATTA AGRO INDUSTRIES,1130.0
2023-01-01,4W,"SHRI DATTAKRUPA ENGINEERING WORKS, BARAMATI",1123.0
2023-01-01,4W,SHRI GAJALAXMI ENGG WORKS,1134.0
2023-01-01,4W,SHRI GANESH ENGINERRING WORKS,1259.0
2023-01-01,4W,SHRI KRISHNA INDUSTRIES,1162.0
2023-01-01,4W,SHRI LAXMI ENGINEERING WORKS,1281.0
2023-01-01,4W,SHRI MAHALAXMI AGRO IND,1146.0
2023-01-01,4W,SHRI NAMO ELECTRIC AUTOMOTIVE,2417.0
2023-01-01,4W,SHRI NANDI TRAILER WORKS,1138.0
2023-01-01,4W,SHRI RADHE ENGG,1134.0
2023-01-01,4W,SHRI RAM AGRO INDUSTRIES,1171.0
2023-01-01,4W,SHRI RAM AUTO TECH PVT LTD,1140.0
2023-01-01,4W,SHRI RAM TRAILOR,1145.0
2023-01-01,4W,SHRI RAMA ENGINEERING,1160.0
2023-01-01,4W,SHRI SAI ENGG WORKS,1348.0
2023-01-01,4W,SHRI SAI SANTOSHI MATA AGRICULTURAL WORKS,1157.0
2023-01-01,4W,SHRI SHANKAR ENG WORKS,1346.0
2023-01-01,4W,SHRI SHIVAJI ENG WORKS,1185.0
2023-01-01,4W,SHRI SHIVSHIDHA AGRI IMPLIMENT,1148.0
2023-01-01,4W,SHRI SHRINIVASA ENG WORKS,1479.0
2023-01-01,4W,SHRI SHYAM ENGG WORKS,1176.0
2023-01-01,4W,SHRI SHYAM INDUSTRIES,1145.0
2023-01-01,4W,SHRI SWASTIK ENGG,1284.0
2023-01-01,4W,SHRI TIRUMALA ENGINEERING WORKS,1255.0
2023-01-01,4W,SHRI VADESHWAR TRAILORS,1194.0
2023-01-01,4W,SHRI VENKATARAMANA TRAILER WORK,1159.0
2023-01-01,4W,SHRI VENKATESHWAR AGRO INDUSTRIES,1159.0
2023-01-01,4W,SHRI VENKATESHWARA ENGINEERING WORKS,1230.0
2023-01-01,4W,SHRI VIJAY ENGINEERING WORKS,1164.0
2023-01-01,4W,SHRI VINAYAK INDUSTRIES,1195.0
2023-01-01,4W,SHRI VISHWAKARMA AUTOMOBILE,1422.0
2023-01-01,4W,SHRINIWAS AGRO INDUSTRIES,1269.0
2023-01-01,4W,SHRIRAJ ELECTRIC VEHICLES,6587.0
2023-01-01,4W,SHUBHAM MANUFACTURER,1165.0
2023-01-01,4W,SHUBHLAXMI AGRO IND.,1156.0
2023-01-01,4W,SIDDHAKALA ENGINEERING AND WELDING WORKS,1159.0
2023-01-01,4W,SIDDHI ENGINEERING WORKS,1168.0
2023-01-01,4W,SIDHI DURGA ENGINEERING,1293.0
2023-01-01,4W,SIGMACON EQUIPMENT LLP,1160.0
2023-01-01,4W,SIMPLEENERGY PVT LTD,1291.0
2023-01-01,4W,SINGH AUTOMOBILES,1879.0
2023-01-01,4W,SINGH ENGINEERING WORKS,1172.0
2023-01-01,4W,SINGHAL ENTERPRISES,1432.0
2023-01-01,4W,SIRF INDIA VEHICLES PVT LTD,1217.0
2023-01-01,4W,SITYOG ENGINEERING PVT LTD,1174.0
2023-01-01,4W,SIWACH STEEL PVT LTD,1213.0
2023-01-01,4W,SIX SENSES AUTOMOTIVE PVT LTD,1190.0
2023-01-01,4W,SKODA AUTO AS,1169.0
2023-01-01,4W,SKODA AUTO INDIA PVT LTD,1182.0
2023-01-01,4W,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,182725.0
2023-01-01,4W,SKS AUTOMOBILES (I) PVT LTD,1174.0
2023-01-01,4W,SKS TRADE INDIA PVT LTD,21345.0
2023-01-01,4W,SKYRIDE AUTOMOTIVE,1252.0
2023-01-01,4W,SKYY RIDER ELECTRIC PRIVATE LIMITED,1175.0
2023-01-01,4W,SMAP VEHICLES (IMPORTER: ELEGO MOTORS),1204.0
2023-01-01,4W,SMART ELECTRO MOTORS,1269.0
2023-01-01,4W,SMARTOMATIC VEHICLES PRIVATE LIMITED,1180.0
2023-01-01,4W,SMITH MOTORS PVT LTD,1185.0
2023-01-01,4W,SML ISUZU LTD,22280.0
2023-01-01,4W,SN SOLAR ENERGY,1553.0
2023-01-01,4W,SOKUDO ELECTRIC INDIA PVT LTD,1444.0
2023-01-01,4W,SOLANKE ENGINEERING WORKS,1209.0
2023-01-01,4W,SONALIKA INTERNATIONAL TRACTORS LIMITED,1286.0
2023-01-01,4W,SONI E VEHICLE PVT LTD,1311.0
2023-01-01,4W,SPEED AUTO TECH,1358.0
2023-01-01,4W,SPEEDWAYS ELECTRIC,1195.0
2023-01-01,4W,SPEEGO VEHICLES CO PVT LTD,10726.0
2023-01-01,4W,SPEEGO VEHICLES PVT. LTD,1211.0
2023-01-01,4W,SRD RENEWABLES,5432.0
2023-01-01,4W,"SRI AGENCY & FABRICATION,GOPINATH NAGAR,BERHAMPUR",1215.0
2023-01-01,4W,"SRI GANESH ENG WORKS, HALADIAPADAR, GANJAM",1206.0
2023-01-01,4W,SRI LAKSHMI ENGINEERING INDUSTRIES,1199.0
2023-01-01,4W,SRI SAI AGRICULTURAL EQUIPMENT,1462.0
2023-01-01,4W,SRIVARU MOTORS PVT LTD,1243.0
2023-01-01,4W,SSB INDISTRIES,5694.0
2023-01-01,4W,SSEV ENTERPRISES PRIVATE LIMITED,2733.0
2023-01-01,4W,STANDARD COMBINES PVT LTD,1207.0
2023-01-01,4W,STANDARD CORPORATION INDIA LTD,1488.0
2023-01-01,4W,STAR AGRO INDUSTRIES,1209.0
2023-01-01,4W,STAR BULL E MOTORS,5358.0
2023-01-01,4W,STAR IGLOBAL AUTOMOTIVE PVT LTD,2349.0
2023-01-01,4W,STAR WELDING WORKS,1234.0
2023-01-01,4W,SUBHADRA ENGINEERING NUAPADA,1363.0
2023-01-01,4W,SUBHLAXMI AGRO,1218.0
2023-01-01,4W,SUBRAMANYESWARA INDUSTRIES,1279.0
2023-01-01,4W,SUDHA ENGINEERING WORKS,1242.0
2023-01-01,4W,SUDHRAJ ELECTRIC MOBILITY PVT. LTD.,1561.0
2023-01-01,4W,SUKHDEV AGRO INDUSTRIES,1224.0
2023-01-01,4W,SUKHRAJ & SUKHRAJ INDUSTRIES,1221.0
2023-01-01,4W,SUMFONL AUTO TRADERS PVT LTD,1786.0
2023-01-01,4W,SUN AUTO,1219.0
2023-01-01,4W,SUNANDA GREENTECH PVT LTD,1237.0
2023-01-01,4W,SUNARIYA MOTORS PVT LTD,1288.0
2023-01-01,4W,SUNIL AGRO ENGINEERING WORKS,1312.0
2023-01-01,4W,SUNSET TRADE PVT LTD,1973.0
2023-01-01,4W,SUNSHINE TECHNOLOGIES,1224.0
2023-01-01,4W,SUNULTRA POWER SOLUTIONS PVT LTD,1505.0
2023-01-01,4W,SUPER METRO INDUSTRIES,3620.0
2023-01-01,4W,SUPER POWER MOTORS,1229.0
2023-01-01,4W,SUPER STANDARD AGRO COMBINE,1246.0
2023-01-01,4W,SUPERECO AUTOMOTIVE CO,1754.0
2023-01-01,4W,SUPERECO AUTOMOTIVE CO LLP,1225.0
2023-01-01,4W,SUPERTECH EV LIMITED,5267.0
2023-01-01,4W,SUPREME SMART POWER PVT LTD,2096.0
2023-01-01,4W,SUPROVA ENTERPRISE,1237.0
2023-01-01,4W,SURAJ ENGINEERING WORKS,1252.0
2023-01-01,4W,SURINDERA AGRO INSDUSTRIES,1597.0
2023-01-01,4W,SURYA INDUSTRIES,1242.0
2023-01-01,4W,SURYA INTERNATIONAL,1265.0
2023-01-01,4W,SURYA STEEL WORKS,1250.0
2023-01-01,4W,SURYODAY MECHANICAL WORKS,1237.0
2023-01-01,4W,SUZUKI JAPAN,1244.0
2023-01-01,4W,SUZUKI MOTORCYCLE INDIA PVT LTD,1613557.0
2023-01-01,4W,SVS ENTERPRISES,1406.0
2023-01-01,4W,SWADESH MOTORS AND TRACTORS LTD,1243.0
2023-01-01,4W,"SWAPNA FABRICATION WORKS,MALKANGIRI",1264.0
2023-01-01,4W,SWARAJ AUTOMOTIVES LTD,1325.0
2023-01-01,4W,SWARNCHAKRA AUTOMOBILES PVT LTD,1252.0
2023-01-01,4W,SWASTIK ENGINEERING WORKS,1253.0
2023-01-01,4W,SWITCH MOBILITY AUTOMOTIVE LTD,1560.0
2023-01-01,4W,SYAN AGRO INDUSTRY,1449.0
2023-01-01,4W,SYNDICATE AUTO COMPONENTS,1400.0
2023-01-01,4W,T U K INDUSTRIES,6994.0
2023-01-01,4W,TADANO LIMITED,1259.0
2023-01-01,4W,TAFE LIMITED,207744.0
2023-01-01,4W,TAO POWER PRIVATE LIMITED,1271.0
2023-01-01,4W,TARA MAA MACHINERY,1302.0
2023-01-01,4W,TARLE CONSTRUCTION EQUIPMENTS PVT LTD,1277.0
2023-01-01,4W,TATA ADVANCED SYSTEMS LTD,1992.0
2023-01-01,4W,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,3821.0
2023-01-01,4W,TATA HITACHI MACHINERY CONSTRUCTION LIMITED,1256.0
2023-01-01,4W,TATA INTERNATIONAL VEHICLE APPLICATIONS PVT LTD,1333.0
2023-01-01,4W,TATA MOTORS LTD,750914.0
2023-01-01,4W,TATA MOTORS PASSENGER VEHICLES LTD,957783.0
2023-01-01,4W,TATA PASSENGER ELECTRIC MOBILITY LTD,78524.0
2023-01-01,4W,TAURUS ELECTRIC VEHICLES,1951.0
2023-01-01,4W,TBL ENTERPRISE,1262.0
2023-01-01,4W,TEJASGREEN AUTOMOTIVE PVT LTD,1263.0
2023-01-01,4W,TELCO LTD,1266.0
2023-01-01,4W,TELSA INC,1265.0
2023-01-01,4W,TEREX CORPORATION,1268.0
2023-01-01,4W,TEREX EQUIPMENT PVT LTD,1271.0
2023-01-01,4W,TEREX INDIA PRIVATE LIMITED,1358.0
2023-01-01,4W,TERRA MOTORS INDIA PVT LTD,18893.0
2023-01-01,4W,THE COMMERCIAL MOTORS LIMITED,1384.0
2023-01-01,4W,THE COMMERCIAL MOTORS PVT LTD,1285.0
2023-01-01,4W,THUKRAL ELECTRIC BIKES PVT LTD,15912.0
2023-01-01,4W,TI CLEAN MOBILITY PVT LTD,3817.0
2023-01-01,4W,TII INDIA PVT LTD,1408.0
2023-01-01,4W,TIL LIMITED,1275.0
2023-01-01,4W,TIRTH AGRO TECH.PVT.LTD,1277.0
2023-01-01,4W,TIRTH AGRO TECHNOLOGY PVT LTD,1970.0
2023-01-01,4W,TIRTH HYGIENE TECHNOLOGY PVT LTD,1284.0
2023-01-01,4W,TIRUPATI AGRO INDUSTRIES,1281.0
2023-01-01,4W,TOGOR ENGINEERING WORKS,1284.0
2023-01-01,4W,TOP TEAM MACHINES PVT LTD,4765.0
2023-01-01,4W,TORK MOTORS PVT LTD,4458.0
2023-01-01,4W,TOYOTA HIACE GL COMMUTER,1283.0
2023-01-01,4W,TOYOTA KIRLOSKAR MOTOR PVT LTD,391202.0
2023-01-01,4W,TOYOTA MATERIAL HANDLING INDIA PVT LTD,1623.0
2023-01-01,4W,TPS INFRASTRUCTURE LTD,1316.0
2023-01-01,4W,TPS INFRASTRUCTURE LTD.,1287.0
2023-01-01,4W,TRACLAXX TRACTORS PVT LTD,1616.0
2023-01-01,4W,TRACLAXX TRACTORS PVT.LTD,1291.0
2023-01-01,4W,TRACTOR VANDANA GREEN,1290.0
2023-01-01,4W,TRANSPORT ENGINEERING SOLUTIONS INDIA PVT LTD,1377.0
2023-01-01,4W,TRATEC ENGINEERS PVT LTD,1502.0
2023-01-01,4W,TRATICO ENGINEERING INDIA PVT LTD,1297.0
2023-01-01,4W,TRIMURTI AGRO INDUSTRIES,1320.0
2023-01-01,4W,TRIMURTI INDUSTRIES,1301.0
2023-01-01,4W,TRIMURTI TRAILER,1312.0
2023-01-01,4W,TRINITY ELECTRIC VEHICLES PVT LTD,1409.0
2023-01-01,4W,TRISHIKA INDUSTRIES,4018.0
2023-01-01,4W,TRISHUL TRACTORS PVT. LTD.,1337.0
2023-01-01,4W,TRIUMPH MOTORCYCLES (INDIA) PVT LTD,2848.0
2023-01-01,4W,TRUPART AUTOMOTIVE INDIA PVT LTD,1319.0
2023-01-01,4W,TRUZ INDUSTRIES,1306.0
2023-01-01,4W,TSM ENGINEERING PVT LTD,1895.0
2023-01-01,4W,TSR TRADE COM,1362.0
2023-01-01,4W,TUFAN MOTORS PVT LTD,3277.0
2023-01-01,4W,TULJABHAWANI AGRO INDUSTRIES,1323.0
2023-01-01,4W,TULSI TRAILER,1326.0
2023-01-01,4W,TUNWAL E MOTORS PVT LTD,1395.0
2023-01-01,4W,TVS MOTOR COMPANY LTD,5789538.0
2023-01-01,4W,TWASHTRE AUTOMOTIVE PVT LTD,1331.0
2023-01-01,4W,TWINKLE TRADCOM PVT LTD,4320.0
2023-01-01,4W,TWO FRIENDS AUTO ELECTRIC PVT LTD,9007.0
2023-01-01,4W,TYST DRIVE INDIA PVT LTD,1374.0
2023-01-01,4W,U P TELELINKS LIMITED,1328.0
2023-01-01,4W,U.P. TELELINKS LIMITED,6203.0
2023-01-01,4W,ULTRAVIOLETTE AUTOMOTIVE PVT LTD,1827.0
2023-01-01,4W,UMA  AUTO INDUSTRIES PVT. LTD,1588.0
2023-01-01,4W,UMA MOTORS,1737.0
2023-01-01,4W,UNIPAVE ENGINEERING PRODUCTS,1336.0
2023-01-01,4W,UNIQUE AUTO ELECTRIC,1369.0
2023-01-01,4W,UNIQUE ENTERPRISES,8478.0
2023-01-01,4W,UNIQUE INTERNATIONAL,28467.0
2023-01-01,4W,UNITED KINGDOM GROVE,1336.0
2023-01-01,4W,UNITED TRANSMOVERS PVT LTD,1865.0
2023-01-01,4W,URWASHI ENTERPRISES,2034.0
2023-01-01,4W,UTKAL INDUSTRIES,1335.0
2023-01-01,4W,UTTAM CONSTRUCTION EQUIPMENTS,1626.0
2023-01-01,4W,V.S.T. TILLERS TRACTORS LIMITED,10703.0
2023-01-01,4W,V.T. ENGINEERING,1406.0
2023-01-01,4W,V.V.A.AUTO INDUSTRIES PVT.LTD,1441.0
2023-01-01,4W,VAHAK FUTURE SOLUTIONS LLP,1373.0
2023-01-01,4W,VALDO TRACTORS PVT LTD,1336.0
2023-01-01,4W,VANDANA TRAILORS AND BODY MFG PVT LTD,1353.0
2023-01-01,4W,VANI ELECTRIC VEHICLES PVT LTD,16994.0
2023-01-01,4W,VASHAN AGRICULTURE WORKS,1385.0
2023-01-01,4W,VE COMMERCIAL VEHICLES LTD,150447.0
2023-01-01,4W,VE COMMERCIAL VEHICLES LTD (VOLVO BUSES DIVISION),1826.0
2023-01-01,4W,VEANCO AUTOMOTIVES PVT LTD,1354.0
2023-01-01,4W,VEECTERO E VEHICLES LLP,1677.0
2023-01-01,4W,VEERA VAHANA UDYOG PRIVATE LIMITED,1372.0
2023-01-01,4W,VEERBHADRA ENGINEERING WORKS,1387.0
2023-01-01,4W,VEHICLE FACTORY JABALPUR,1360.0
2023-01-01,4W,VENKATESHWAR AGRO INDUSTRIES,1358.0
2023-01-01,4W,VENKATESHWARA ENGINEERING WORK,1419.0
2023-01-01,4W,VENUS AUTO WHEELS PVT LTD,2489.0
2023-01-01,4W,VENUS EQUIPMENT,1524.0
2023-01-01,4W,VERT EQUIPMENT PVT LTD,1405.0
2023-01-01,4W,VICTORIA E VEHICLES PVT. LTD,1394.0
2023-01-01,4W,VICTORY ELECTRIC INTERNATIONAL,7987.0
2023-01-01,4W,VIDARBHA TRAILERS,1432.0
2023-01-01,4W,VIJAY AGRICULTURAL INDUSTRIES,1366.0
2023-01-01,4W,VIJAY ENGINEERING WORKS,1386.0
2023-01-01,4W,VIJAYA ELECTRIC AUTO PVT LTD,1859.0
2023-01-01,4W,VIJAYA INDUSTRIES,1391.0
2023-01-01,4W,VIJAYALAKSHIMI ENGG WORKS,1354.0
2023-01-01,4W,VIJAYALAKSHMI INDUSTRIES,1361.0
2023-01-01,4W,VIJAYLAXMI ENGINEERING,1387.0
2023-01-01,4W,VIJAYS ENERGY INDUSTRIES (INDIA) PVT LTD,10968.0
2023-01-01,4W,VIJAYSHREE AUTOCOM LIMITED,1717.0
2023-01-01,4W,VIJEX STEEL FABRICATION,1378.0
2023-01-01,4W,VIKAS AGRO INDUSTRIES,1361.0
2023-01-01,4W,VIKRANT ENGINEERING,1498.0
2023-01-01,4W,VIMAL UNIVERSAL TRADE PVT LTD,3021.0
2023-01-01,4W,VINA ENGINEERING WORKS,1412.0
2023-01-01,4W,VINCI INDUSTRIAL CORPORATION,1439.0
2023-01-01,4W,VINTAGE VEHICLES,2292.0
2023-01-01,4W,VISHAL AGRICULTURAL WORKS,1432.0
2023-01-01,4W,VISHAL ENTERPRISES,1437.0
2023-01-01,4W,VISHALA E-VEHICLES INDUSTRIES PRIVATE LIMITED,1547.0
2023-01-01,4W,VISHAVKARMA ENGINEERING WORKS,1848.0
2023-01-01,4W,VISHVAS TRACTORS LTD.,1375.0
2023-01-01,4W,VISHWAKARMA AGRICULTURE UDHYOG,1642.0
2023-01-01,4W,VISHWAKARMA GNG INDUSTRY,1615.0
2023-01-01,4W,VISHWARUP ENTERPRISE,1390.0
2023-01-01,4W,VISHWAS EQUIPMENT,1373.0
2023-01-01,4W,VISWAKARMA AGRO INDUSTRIES,1382.0
2023-01-01,4W,"VISWANATH INDUSTRIES,BBSR",1469.0
2023-01-01,4W,VITAN JAGADA AUTOMOBILE PVT LTD,1380.0
2023-01-01,4W,VMP CONCRETE EQUIPMENTS PVT LTD,1377.0
2023-01-01,4W,VMT INDUSTRIES PVT LTD,1814.0
2023-01-01,4W,VOLKSWAGEN AG,1379.0
2023-01-01,4W,VOLKSWAGEN INDIA PVT LTD,1404.0
2023-01-01,4W,VOLTAS LIMITED,1445.0
2023-01-01,4W,VOLVO AUTO INDIA PVT LTD,5620.0
2023-01-01,4W,VOLVO CE INDIA PRIVATE LIMITED,2519.0
